Model,Purchasing Year,Post ODO,Warranty Type,Symptom Code,Damage Code,Related Parts,Related Parts Quantity,Repair Location,Estimated Amount,Labor Hours,Sublet Code,Sublet Amount,Prior ODO,Authorized By,Dealer Code,Warrenty Status,ReasonCode,Generation Logic
MAZDA_CX_5,2018,87303,A,11,9C,['E02'],[1],['H01'],2072.12,9.5,['K1'],296.04,87094,C,D046,A,ACP,MAZDA_CX_5 purchased in 2018; 11 leads to 9C; ['E02'] used in ['H01']; ODO 87094->87303 logically increases
MAZDA_MX_5_MIATA_RF,2018,103272,K,82,9E,['S01'],[2],['H01'],1353.62,4.9,['F1'],113,102789,W,D052,R,DCO,MAZDA_MX_5_MIATA_RF purchased in 2018; 82 leads to 9E; ['S01'] used in ['H01']; ODO 102789->103272 logically increases
MAZDA3_HATCHBACK,2017,62255,R,41,8W,"['H01', 'S01']","[1, 2]","['H05', 'N01']",717.33,4.4,"['', 'E9']",0,62053,T,D086,R,PID,"MAZDA3_HATCHBACK purchased in 2017; 41 leads to 8W; ['H01', 'S01'] used in ['H05', 'N01']; ODO 62053->62255 logically increases"
MAZDA_MX_5_MIATA_RF,2018,50369,A,47,8W,['E01'],[1],['H05'],101.59,7.6,['K1'],441.89,50250,C,D019,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2018; 47 leads to 8W; ['E01'] used in ['H05']; ODO 50250->50369 logically increases
MAZDA_CX_50_HYBRID,2025,59638,K,24,8Z,"['E01', 'H01']","[2, 1]","['H05', 'F01']",1856.8,2.2,"['D1', 'E9']",340.19,59502,W,D072,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 24 leads to 8Z; ['E01', 'H01'] used in ['H05', 'F01']; ODO 59502->59638 logically increases"
MAZDA_CX_5,2016,55270,P,89,9B,"['S01', 'H01']","[2, 1]","['P01', 'F01']",1182.82,7.3,"['B5', 'C1']",270.33,54876,T,D117,R,APL,"MAZDA_CX_5 purchased in 2016; 89 leads to 9B; ['S01', 'H01'] used in ['P01', 'F01']; ODO 54876->55270 logically increases"
MAZDA_CX_5,2017,56298,K,01,9F,"['E01', 'T01']","[2, 2]",['F01'],392.27,9.9,"['K1', 'A1']",240.11,56151,W,D006,A,ACP,"MAZDA_CX_5 purchased in 2017; 01 leads to 9F; ['E01', 'T01'] used in ['F01']; ODO 56151->56298 logically increases"
MAZDA3_HATCHBACK,2021,142469,A,44,9E,['L01'],[1],['H01'],1701.99,2.8,"['A1', 'E9']",353.52,142116,T,D018,R,RNT,MAZDA3_HATCHBACK purchased in 2021; 44 leads to 9E; ['L01'] used in ['H01']; ODO 142116->142469 logically increases
MAZDA_CX_70,2024,29065,P,70,8W,"['T01', 'E01']","[1, 2]",['H05'],173.02,2.8,['C1'],80.09,28700,W,D107,R,BRV,"MAZDA_CX_70 purchased in 2024; 70 leads to 8W; ['T01', 'E01'] used in ['H05']; ODO 28700->29065 logically increases"
MAZDA_CX_70_PHEV,2024,105153,K,78,9B,"['T01', 'E01']","[2, 1]","['H05', 'H01']",496.55,9.3,['E9'],458.39,104914,T,D034,R,LOP,"MAZDA_CX_70_PHEV purchased in 2024; 78 leads to 9B; ['T01', 'E01'] used in ['H05', 'H01']; ODO 104914->105153 logically increases"
MAZDA3_SEDAN,2010,62757,A,93,8W,['T01'],[1],"['F02', 'H01']",2418.14,0.8,['C1'],34.38,62481,T,D016,A,ACP,"MAZDA3_SEDAN purchased in 2010; 93 leads to 8W; ['T01'] used in ['F02', 'H01']; ODO 62481->62757 logically increases"
MAZDA_CX_5,2012,38235,A,45,81,['T01'],[2],"['H05', 'H01']",1018.85,1.5,"['', 'A1']",0,37963,C,D006,R,PGM,"MAZDA_CX_5 purchased in 2012; 45 leads to 81; ['T01'] used in ['H05', 'H01']; ODO 37963->38235 logically increases"
MAZDA_MX_5_MIATA_RF,2019,54941,R,64,9C,"['E02', 'L01']","[1, 1]",['H01'],1137.45,4.7,"['D1', 'A1']",118.88,54522,W,D122,R,CMP,"MAZDA_MX_5_MIATA_RF purchased in 2019; 64 leads to 9C; ['E02', 'L01'] used in ['H01']; ODO 54522->54941 logically increases"
MAZDA_CX_5,2014,17045,P,05,81,"['B01', 'T01']","[1, 2]","['W01', 'N01']",1206.42,5.2,[''],0,16923,W,D099,A,ACP,"MAZDA_CX_5 purchased in 2014; 05 leads to 81; ['B01', 'T01'] used in ['W01', 'N01']; ODO 16923->17045 logically increases"
MAZDA3_SEDAN,2023,82662,K,46,9B,"['E02', 'S01']","[2, 1]","['H05', 'W01']",2478.5,5.3,['C1'],146.9,82455,C,D148,A,ACP,"MAZDA3_SEDAN purchased in 2023; 46 leads to 9B; ['E02', 'S01'] used in ['H05', 'W01']; ODO 82455->82662 logically increases"
MAZDA_CX_50_HYBRID,2025,75073,A,10,9A,"['T01', 'E02']","[2, 2]",['N01'],1562.12,4.7,"['K1', 'C1']",396.39,74581,T,D112,R,NPF,"MAZDA_CX_50_HYBRID purchased in 2025; 10 leads to 9A; ['T01', 'E02'] used in ['N01']; ODO 74581->75073 logically increases"
MAZDA_CX_90,2025,142956,A,49,9F,"['H01', 'E02']","[2, 2]",['H01'],239.42,3.6,"['F1', '']",317.35,142870,T,D022,R,WEX,"MAZDA_CX_90 purchased in 2025; 49 leads to 9F; ['H01', 'E02'] used in ['H01']; ODO 142870->142956 logically increases"
MAZDA_CX_90_PHEV,2023,124745,A,82,8W,"['S01', 'T01']","[1, 1]",['W01'],312.11,9.2,['E9'],354.6,124454,T,D074,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 82 leads to 8W; ['S01', 'T01'] used in ['W01']; ODO 124454->124745 logically increases"
MAZDA_CX_30,2025,12881,P,34,9F,['L01'],[2],['F01'],1401.69,7,['K1'],322.41,12466,C,D048,A,ACP,MAZDA_CX_30 purchased in 2025; 34 leads to 9F; ['L01'] used in ['F01']; ODO 12466->12881 logically increases
MAZDA_CX_50_HYBRID,2025,132505,K,76,81,['E01'],[2],['H05'],278.51,1.5,"['D1', 'K1']",27.06,132346,W,D052,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 76 leads to 81; ['E01'] used in ['H05']; ODO 132346->132505 logically increases
MAZDA3_HATCHBACK,2005,25033,R,6X,9A,['E02'],[2],['F01'],972.21,8.5,"['C1', '']",373.46,24688,W,D137,R,SUB,MAZDA3_HATCHBACK purchased in 2005; 6X leads to 9A; ['E02'] used in ['F01']; ODO 24688->25033 logically increases
MAZDA_CX_5,2015,38264,K,73,9E,['T01'],[2],"['H01', 'P01']",2055.09,3.2,['A1'],101.72,38137,C,D127,A,ACP,"MAZDA_CX_5 purchased in 2015; 73 leads to 9E; ['T01'] used in ['H01', 'P01']; ODO 38137->38264 logically increases"
MAZDA_CX_50_HYBRID,2025,70234,A,24,9F,['L01'],[1],['N01'],1411.19,6.1,['C1'],442.6,70014,C,D024,R,DSA,MAZDA_CX_50_HYBRID purchased in 2025; 24 leads to 9F; ['L01'] used in ['N01']; ODO 70014->70234 logically increases
MAZDA_CX_50,2022,94286,R,73,8W,['E01'],[1],['H01'],499.15,2.1,['A1'],218.28,94236,W,D051,A,ACP,MAZDA_CX_50 purchased in 2022; 73 leads to 8W; ['E01'] used in ['H01']; ODO 94236->94286 logically increases
MAZDA_CX_70_PHEV,2025,121754,A,63,9A,"['T01', 'H01']","[1, 2]","['F01', 'H01']",1771.03,4.5,"['C1', 'F1']",480.67,121566,W,D072,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 63 leads to 9A; ['T01', 'H01'] used in ['F01', 'H01']; ODO 121566->121754 logically increases"
MAZDA_CX_70_PHEV,2025,124957,A,37,9E,"['H01', 'E02']","[2, 2]",['H01'],377.07,4.2,['E9'],149.83,124800,T,D143,R,BRV,"MAZDA_CX_70_PHEV purchased in 2025; 37 leads to 9E; ['H01', 'E02'] used in ['H01']; ODO 124800->124957 logically increases"
MAZDA3_SEDAN,2018,68017,A,46,9C,"['E01', 'L01']","[2, 2]",['H05'],605.63,1.7,"['', 'A1']",0,67898,T,D127,A,ACP,"MAZDA3_SEDAN purchased in 2018; 46 leads to 9C; ['E01', 'L01'] used in ['H05']; ODO 67898->68017 logically increases"
MAZDA_CX_70_PHEV,2024,23160,A,13,9D,['E02'],[2],['P01'],2440.58,7.9,['E9'],435.75,22840,T,D078,R,DSA,MAZDA_CX_70_PHEV purchased in 2024; 13 leads to 9D; ['E02'] used in ['P01']; ODO 22840->23160 logically increases
MAZDA3_SEDAN,2020,112238,K,69,9D,['B01'],[1],['W01'],2451.91,2.3,"['D1', '']",386.32,112030,T,D071,R,APL,MAZDA3_SEDAN purchased in 2020; 69 leads to 9D; ['B01'] used in ['W01']; ODO 112030->112238 logically increases
MAZDA_CX_90_PHEV,2025,18204,A,15,9D,['E01'],[1],['P01'],730.03,5.4,"['A1', 'F1']",180.74,17783,C,D082,A,ACP,MAZDA_CX_90_PHEV purchased in 2025; 15 leads to 9D; ['E01'] used in ['P01']; ODO 17783->18204 logically increases
MAZDA_CX_90_PHEV,2023,101743,R,14,9D,"['S01', 'H01']","[2, 1]","['H01', 'P01']",2209.69,8.1,"['C1', 'A1']",466.7,101587,W,D131,R,RNT,"MAZDA_CX_90_PHEV purchased in 2023; 14 leads to 9D; ['S01', 'H01'] used in ['H01', 'P01']; ODO 101587->101743 logically increases"
MAZDA3_SEDAN,2023,86942,R,44,9F,['S01'],[1],"['P01', 'H05']",399.2,3.3,"['D1', 'F1']",231.68,86538,C,D149,A,ACP,"MAZDA3_SEDAN purchased in 2023; 44 leads to 9F; ['S01'] used in ['P01', 'H05']; ODO 86538->86942 logically increases"
MAZDA_CX_50,2023,57939,P,56,8Z,['S01'],[2],['F02'],2482.03,6,"['E9', 'C1']",82.99,57728,C,D038,A,ACP,MAZDA_CX_50 purchased in 2023; 56 leads to 8Z; ['S01'] used in ['F02']; ODO 57728->57939 logically increases
MAZDA_CX_50_HYBRID,2025,139794,K,23,9E,"['B01', 'S01']","[2, 2]",['F01'],1271.72,7.4,['K1'],211.72,139392,T,D063,R,SUB,"MAZDA_CX_50_HYBRID purchased in 2025; 23 leads to 9E; ['B01', 'S01'] used in ['F01']; ODO 139392->139794 logically increases"
MAZDA_CX_90,2025,35952,R,98,9E,"['E02', 'B01']","[1, 1]","['W01', 'F02']",2258.82,1.3,['A1'],106.42,35463,C,D111,R,BAT,"MAZDA_CX_90 purchased in 2025; 98 leads to 9E; ['E02', 'B01'] used in ['W01', 'F02']; ODO 35463->35952 logically increases"
MAZDA_MX_5_MIATA_RF,2023,65486,P,13,8W,['E01'],[1],"['F02', 'H05']",2057.81,3.5,"['F1', '']",204.98,64987,T,D064,R,CMP,"MAZDA_MX_5_MIATA_RF purchased in 2023; 13 leads to 8W; ['E01'] used in ['F02', 'H05']; ODO 64987->65486 logically increases"
MAZDA_CX_50,2025,36357,R,73,9E,"['T01', 'L01']","[2, 1]",['F01'],1486.83,9.7,['E9'],127.31,35921,C,D059,R,APL,"MAZDA_CX_50 purchased in 2025; 73 leads to 9E; ['T01', 'L01'] used in ['F01']; ODO 35921->36357 logically increases"
MAZDA_CX_50_HYBRID,2025,53188,R,71,9B,['B01'],[2],"['H01', 'H05']",1774.62,7.3,[''],0,53136,W,D071,R,NPF,"MAZDA_CX_50_HYBRID purchased in 2025; 71 leads to 9B; ['B01'] used in ['H01', 'H05']; ODO 53136->53188 logically increases"
MAZDA_CX_30,2020,81460,R,73,9C,['E02'],[2],['F01'],928.84,1.1,['C1'],413.79,81056,T,D010,A,ACP,MAZDA_CX_30 purchased in 2020; 73 leads to 9C; ['E02'] used in ['F01']; ODO 81056->81460 logically increases
MAZDA_CX_5,2024,100962,A,67,8W,['H01'],[2],['H05'],2370.58,2.3,['K1'],435.71,100688,T,D011,R,NPF,MAZDA_CX_5 purchased in 2024; 67 leads to 8W; ['H01'] used in ['H05']; ODO 100688->100962 logically increases
MAZDA3_HATCHBACK,2010,6441,P,19,9F,['L01'],[2],['F01'],1273.93,6.9,"['E9', 'D1']",456.98,6025,C,D061,R,DCO,MAZDA3_HATCHBACK purchased in 2010; 19 leads to 9F; ['L01'] used in ['F01']; ODO 6025->6441 logically increases
MAZDA_CX_90,2023,64664,K,93,9F,['E01'],[2],['F02'],1651.81,4.7,[''],0,64547,T,D002,A,ACP,MAZDA_CX_90 purchased in 2023; 93 leads to 9F; ['E01'] used in ['F02']; ODO 64547->64664 logically increases
MAZDA_CX_90_PHEV,2024,130938,P,82,9B,['T01'],[1],"['F01', 'N01']",1443.1,6.4,"['A1', 'C1']",389.81,130619,W,D139,A,ACP,"MAZDA_CX_90_PHEV purchased in 2024; 82 leads to 9B; ['T01'] used in ['F01', 'N01']; ODO 130619->130938 logically increases"
MAZDA_CX_50_HYBRID,2025,64651,P,92,9E,"['H01', 'S01']","[1, 2]",['P01'],974,2.6,['D1'],276.32,64226,W,D018,R,DOC,"MAZDA_CX_50_HYBRID purchased in 2025; 92 leads to 9E; ['H01', 'S01'] used in ['P01']; ODO 64226->64651 logically increases"
MAZDA_CX_5,2017,17624,R,81,9D,['E02'],[2],['P01'],60.73,3.5,['B5'],384.18,17243,W,D030,A,ACP,MAZDA_CX_5 purchased in 2017; 81 leads to 9D; ['E02'] used in ['P01']; ODO 17243->17624 logically increases
MAZDA_CX_70,2024,50864,R,6X,9F,"['E01', 'H01']","[1, 1]",['F01'],1075.72,5.4,"['A1', 'E9']",261.34,50409,T,D019,A,ACP,"MAZDA_CX_70 purchased in 2024; 6X leads to 9F; ['E01', 'H01'] used in ['F01']; ODO 50409->50864 logically increases"
MAZDA3_HATCHBACK,2015,96536,R,28,81,"['S01', 'L01']","[1, 2]",['N01'],985.88,9,"['B5', 'K1']",144,96408,C,D150,A,ACP,"MAZDA3_HATCHBACK purchased in 2015; 28 leads to 81; ['S01', 'L01'] used in ['N01']; ODO 96408->96536 logically increases"
MAZDA_MX_5_MIATA_RF,2022,18495,R,39,9D,"['H01', 'B01']","[1, 2]",['F01'],406.22,4.7,"['A1', 'F1']",400.42,18391,C,D012,R,FIN,"MAZDA_MX_5_MIATA_RF purchased in 2022; 39 leads to 9D; ['H01', 'B01'] used in ['F01']; ODO 18391->18495 logically increases"
MAZDA_MX_5_MIATA_RF,2021,98812,A,37,9B,"['E02', 'E01']","[1, 2]","['H01', 'F02']",227.33,2.8,['D1'],296.32,98318,T,D013,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2021; 37 leads to 9B; ['E02', 'E01'] used in ['H01', 'F02']; ODO 98318->98812 logically increases"
MAZDA_CX_90,2023,101594,A,53,9F,"['B01', 'L01']","[2, 1]","['F01', 'N01']",1928.01,8.8,"['B5', 'C1']",427.14,101468,T,D112,R,LOP,"MAZDA_CX_90 purchased in 2023; 53 leads to 9F; ['B01', 'L01'] used in ['F01', 'N01']; ODO 101468->101594 logically increases"
MAZDA3_SEDAN,2003,53179,K,01,9C,"['E01', 'H01']","[2, 2]",['H01'],1359.39,2,['D1'],314.76,53047,W,D117,R,SUB,"MAZDA3_SEDAN purchased in 2003; 01 leads to 9C; ['E01', 'H01'] used in ['H01']; ODO 53047->53179 logically increases"
MAZDA_CX_50,2022,40596,R,10,8W,['L01'],[2],['P01'],597.21,6.9,['E9'],444.61,40098,W,D022,A,ACP,MAZDA_CX_50 purchased in 2022; 10 leads to 8W; ['L01'] used in ['P01']; ODO 40098->40596 logically increases
MAZDA_CX_30,2020,55326,R,96,9C,"['E02', 'B01']","[2, 1]","['H05', 'N01']",798.76,5.2,"['', 'C1']",0,55254,C,D002,A,ACP,"MAZDA_CX_30 purchased in 2020; 96 leads to 9C; ['E02', 'B01'] used in ['H05', 'N01']; ODO 55254->55326 logically increases"
MAZDA3_SEDAN,2005,5488,R,66,9F,['L01'],[1],['P01'],880.09,4.6,"['C1', 'A1']",298.23,5031,C,D040,A,ACP,MAZDA3_SEDAN purchased in 2005; 66 leads to 9F; ['L01'] used in ['P01']; ODO 5031->5488 logically increases
MAZDA_CX_70,2025,139349,A,70,9B,['E01'],[1],"['N01', 'H05']",336.98,1.3,[''],0,138957,C,D081,A,ACP,"MAZDA_CX_70 purchased in 2025; 70 leads to 9B; ['E01'] used in ['N01', 'H05']; ODO 138957->139349 logically increases"
MAZDA_CX_5,2020,78527,R,14,9A,"['E02', 'E01']","[1, 2]","['H01', 'F02']",1962.95,1.4,"['E9', '']",235.68,78109,C,D049,A,ACP,"MAZDA_CX_5 purchased in 2020; 14 leads to 9A; ['E02', 'E01'] used in ['H01', 'F02']; ODO 78109->78527 logically increases"
MAZDA_MX_5_MIATA,1993,51046,R,64,9E,['S01'],[1],['H05'],912.25,3.3,"['D1', 'F1']",200.15,50904,T,D031,A,ACP,MAZDA_MX_5_MIATA purchased in 1993; 64 leads to 9E; ['S01'] used in ['H05']; ODO 50904->51046 logically increases
MAZDA3_SEDAN,2024,47179,A,52,8Z,"['E01', 'E02']","[2, 2]",['H01'],259.03,1.7,"['C1', 'F1']",184.98,46937,W,D138,R,APL,"MAZDA3_SEDAN purchased in 2024; 52 leads to 8Z; ['E01', 'E02'] used in ['H01']; ODO 46937->47179 logically increases"
MAZDA_CX_90_PHEV,2023,131949,A,93,9F,"['T01', 'L01']","[1, 2]","['F01', 'H05']",1588.23,8,['D1'],332.47,131852,C,D055,R,DUP,"MAZDA_CX_90_PHEV purchased in 2023; 93 leads to 9F; ['T01', 'L01'] used in ['F01', 'H05']; ODO 131852->131949 logically increases"
MAZDA_CX_5,2020,7221,K,85,81,"['T01', 'L01']","[1, 2]","['F02', 'P01']",1184.43,7.3,"['K1', 'B5']",389.59,6874,C,D112,R,SUB,"MAZDA_CX_5 purchased in 2020; 85 leads to 81; ['T01', 'L01'] used in ['F02', 'P01']; ODO 6874->7221 logically increases"
MAZDA_MX_5_MIATA,2002,58263,K,85,8W,"['L01', 'H01']","[1, 2]",['P01'],2348.98,3.1,"['A1', 'C1']",165.3,57868,C,D122,R,DSA,"MAZDA_MX_5_MIATA purchased in 2002; 85 leads to 8W; ['L01', 'H01'] used in ['P01']; ODO 57868->58263 logically increases"
MAZDA_CX_90_PHEV,2024,65231,K,75,9F,['H01'],[1],['H05'],1604.22,8.6,['F1'],182.83,65024,C,D131,A,ACP,MAZDA_CX_90_PHEV purchased in 2024; 75 leads to 9F; ['H01'] used in ['H05']; ODO 65024->65231 logically increases
MAZDA_CX_50_HYBRID,2025,83220,P,38,9D,['E02'],[2],['F01'],1583.36,0.5,"['B5', 'E9']",118.01,83131,T,D028,R,DSA,MAZDA_CX_50_HYBRID purchased in 2025; 38 leads to 9D; ['E02'] used in ['F01']; ODO 83131->83220 logically increases
MAZDA_CX_50,2025,144914,R,08,8Z,"['B01', 'T01']","[1, 2]",['H01'],415.7,9.8,"['A1', 'E9']",448.33,144656,W,D034,R,FIN,"MAZDA_CX_50 purchased in 2025; 08 leads to 8Z; ['B01', 'T01'] used in ['H01']; ODO 144656->144914 logically increases"
MAZDA_CX_70_PHEV,2025,70008,A,33,8W,['T01'],[1],"['F01', 'H01']",900.8,1.2,['D1'],362.98,69749,T,D061,R,TSB,"MAZDA_CX_70_PHEV purchased in 2025; 33 leads to 8W; ['T01'] used in ['F01', 'H01']; ODO 69749->70008 logically increases"
MAZDA_CX_5,2018,134355,K,73,9F,"['E02', 'E01']","[1, 1]",['H05'],549.36,9.6,['D1'],168.37,133978,W,D073,A,ACP,"MAZDA_CX_5 purchased in 2018; 73 leads to 9F; ['E02', 'E01'] used in ['H05']; ODO 133978->134355 logically increases"
MAZDA_CX_50,2025,120512,A,19,9A,"['B01', 'E02']","[1, 1]","['F02', 'P01']",1682.67,2.3,['E9'],435.09,120461,C,D095,R,BAT,"MAZDA_CX_50 purchased in 2025; 19 leads to 9A; ['B01', 'E02'] used in ['F02', 'P01']; ODO 120461->120512 logically increases"
MAZDA_CX_30,2022,78101,P,24,9B,"['E02', 'E01']","[2, 2]",['H05'],890.51,8.9,"['', 'D1']",0,77999,W,D098,R,LOP,"MAZDA_CX_30 purchased in 2022; 24 leads to 9B; ['E02', 'E01'] used in ['H05']; ODO 77999->78101 logically increases"
MAZDA3_HATCHBACK,2019,106768,P,57,9D,['B01'],[2],"['N01', 'H01']",1609.55,5.2,"['B5', 'D1']",258.7,106314,W,D072,R,LOP,"MAZDA3_HATCHBACK purchased in 2019; 57 leads to 9D; ['B01'] used in ['N01', 'H01']; ODO 106314->106768 logically increases"
MAZDA_MX_5_MIATA,2024,105303,P,81,8Z,"['T01', 'B01']","[1, 2]",['H05'],2349.68,7.7,['B5'],414.06,105171,W,D078,R,BRV,"MAZDA_MX_5_MIATA purchased in 2024; 81 leads to 8Z; ['T01', 'B01'] used in ['H05']; ODO 105171->105303 logically increases"
MAZDA_CX_90_PHEV,2023,132503,A,30,9C,['E02'],[2],"['F02', 'N01']",2056.56,9.8,['D1'],396.38,132034,T,D116,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 30 leads to 9C; ['E02'] used in ['F02', 'N01']; ODO 132034->132503 logically increases"
MAZDA_CX_50_HYBRID,2025,44033,A,08,81,['L01'],[1],"['F01', 'W01']",330.56,7.5,"['E9', 'F1']",151.36,43787,W,D124,R,BRV,"MAZDA_CX_50_HYBRID purchased in 2025; 08 leads to 81; ['L01'] used in ['F01', 'W01']; ODO 43787->44033 logically increases"
MAZDA3_SEDAN,2005,26985,P,30,81,['E01'],[1],['F01'],2314.27,7.8,"['E9', 'B5']",279.8,26544,T,D140,R,DOC,MAZDA3_SEDAN purchased in 2005; 30 leads to 81; ['E01'] used in ['F01']; ODO 26544->26985 logically increases
MAZDA3_HATCHBACK,2014,122500,A,57,9E,['T01'],[2],['P01'],124.45,7.9,"['', 'K1']",0,122377,W,D105,R,BAT,MAZDA3_HATCHBACK purchased in 2014; 57 leads to 9E; ['T01'] used in ['P01']; ODO 122377->122500 logically increases
MAZDA_MX_5_MIATA,1991,42756,P,73,9C,"['B01', 'H01']","[2, 1]",['F02'],2392.76,4.9,"['F1', '']",149.66,42597,T,D133,A,ACP,"MAZDA_MX_5_MIATA purchased in 1991; 73 leads to 9C; ['B01', 'H01'] used in ['F02']; ODO 42597->42756 logically increases"
MAZDA_CX_70,2024,24961,P,91,9D,"['E02', 'B01']","[1, 2]","['F02', 'H05']",820.1,8,['B5'],193.8,24866,W,D118,R,FIN,"MAZDA_CX_70 purchased in 2024; 91 leads to 9D; ['E02', 'B01'] used in ['F02', 'H05']; ODO 24866->24961 logically increases"
MAZDA3_SEDAN,2016,88514,A,54,8W,['T01'],[2],"['H01', 'F01']",608.74,1,"['D1', 'K1']",22.83,88431,T,D118,R,DUP,"MAZDA3_SEDAN purchased in 2016; 54 leads to 8W; ['T01'] used in ['H01', 'F01']; ODO 88431->88514 logically increases"
MAZDA_CX_70_PHEV,2024,13325,K,04,9E,"['H01', 'S01']","[1, 1]","['H05', 'N01']",1357.07,7.1,[''],0,13204,C,D036,R,RNT,"MAZDA_CX_70_PHEV purchased in 2024; 04 leads to 9E; ['H01', 'S01'] used in ['H05', 'N01']; ODO 13204->13325 logically increases"
MAZDA_CX_90,2025,31880,K,11,9B,['T01'],[1],['H05'],1841.33,8.5,['F1'],231.64,31467,T,D105,R,LOP,MAZDA_CX_90 purchased in 2025; 11 leads to 9B; ['T01'] used in ['H05']; ODO 31467->31880 logically increases
MAZDA_CX_5,2021,117955,R,70,9F,['E02'],[2],['F02'],571.49,4.9,"['A1', 'K1']",233.32,117621,C,D077,A,ACP,MAZDA_CX_5 purchased in 2021; 70 leads to 9F; ['E02'] used in ['F02']; ODO 117621->117955 logically increases
MAZDA_CX_70,2024,9003,A,15,8W,['B01'],[1],"['N01', 'P01']",1509.69,8.9,"['', 'F1']",0,8748,W,D111,R,DSA,"MAZDA_CX_70 purchased in 2024; 15 leads to 8W; ['B01'] used in ['N01', 'P01']; ODO 8748->9003 logically increases"
MAZDA_CX_90_PHEV,2023,78471,K,15,9F,"['B01', 'L01']","[1, 1]",['H01'],106.17,2.5,"['F1', 'K1']",145.44,78371,W,D113,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 15 leads to 9F; ['B01', 'L01'] used in ['H01']; ODO 78371->78471 logically increases"
MAZDA_CX_70,2024,65789,A,58,81,['B01'],[1],['H05'],1996.27,3.1,['C1'],427.11,65629,C,D083,R,SUB,MAZDA_CX_70 purchased in 2024; 58 leads to 81; ['B01'] used in ['H05']; ODO 65629->65789 logically increases
MAZDA_CX_90_PHEV,2023,138711,K,50,81,['E02'],[2],"['H01', 'F01']",238.66,7.5,['E9'],64.37,138427,C,D091,R,LOP,"MAZDA_CX_90_PHEV purchased in 2023; 50 leads to 81; ['E02'] used in ['H01', 'F01']; ODO 138427->138711 logically increases"
MAZDA_CX_30,2020,105933,A,68,9E,"['L01', 'E02']","[2, 2]","['H05', 'F01']",1462.9,4.9,['F1'],287.55,105638,C,D051,A,ACP,"MAZDA_CX_30 purchased in 2020; 68 leads to 9E; ['L01', 'E02'] used in ['H05', 'F01']; ODO 105638->105933 logically increases"
MAZDA_CX_70_PHEV,2024,102004,R,80,9F,['T01'],[1],"['F01', 'W01']",1274.73,1.3,"['F1', '']",144.3,101744,T,D054,A,ACP,"MAZDA_CX_70_PHEV purchased in 2024; 80 leads to 9F; ['T01'] used in ['F01', 'W01']; ODO 101744->102004 logically increases"
MAZDA_MX_5_MIATA_RF,2018,18777,R,44,9A,"['B01', 'H01']","[1, 1]",['P01'],1948.37,4.7,['K1'],491.39,18383,C,D077,R,BAT,"MAZDA_MX_5_MIATA_RF purchased in 2018; 44 leads to 9A; ['B01', 'H01'] used in ['P01']; ODO 18383->18777 logically increases"
MAZDA_CX_70,2024,75778,R,74,8W,"['H01', 'B01']","[1, 1]","['N01', 'H05']",2102.92,6.6,"['K1', 'E9']",256.79,75562,W,D104,R,SUB,"MAZDA_CX_70 purchased in 2024; 74 leads to 8W; ['H01', 'B01'] used in ['N01', 'H05']; ODO 75562->75778 logically increases"
MAZDA_CX_70_PHEV,2024,39713,P,64,8W,['T01'],[1],['H05'],1830.83,0.5,"['D1', 'E9']",188.69,39315,T,D011,A,ACP,MAZDA_CX_70_PHEV purchased in 2024; 64 leads to 8W; ['T01'] used in ['H05']; ODO 39315->39713 logically increases
MAZDA_CX_5,2013,21137,R,65,9E,"['B01', 'E01']","[2, 1]","['P01', 'H01']",2232.42,5.6,"['A1', 'K1']",340.79,20653,W,D095,A,ACP,"MAZDA_CX_5 purchased in 2013; 65 leads to 9E; ['B01', 'E01'] used in ['P01', 'H01']; ODO 20653->21137 logically increases"
MAZDA_MX_5_MIATA,1995,40778,R,60,9B,['T01'],[2],['F02'],2306.09,8.1,"['E9', 'B5']",399.5,40355,T,D069,R,WEX,MAZDA_MX_5_MIATA purchased in 1995; 60 leads to 9B; ['T01'] used in ['F02']; ODO 40355->40778 logically increases
MAZDA_CX_50_HYBRID,2025,78747,R,20,9C,['E02'],[2],"['F02', 'F01']",1712.85,2.2,"['B5', '']",54.78,78556,T,D130,R,QTY,"MAZDA_CX_50_HYBRID purchased in 2025; 20 leads to 9C; ['E02'] used in ['F02', 'F01']; ODO 78556->78747 logically increases"
MAZDA3_SEDAN,2017,45683,R,83,81,['E02'],[1],['F02'],1378.92,0.7,['K1'],280.75,45455,T,D086,R,DSA,MAZDA3_SEDAN purchased in 2017; 83 leads to 81; ['E02'] used in ['F02']; ODO 45455->45683 logically increases
MAZDA3_SEDAN,2017,14539,K,50,8Z,['E02'],[1],"['N01', 'H01']",704.95,8.6,['K1'],84.38,14104,T,D014,R,BAT,"MAZDA3_SEDAN purchased in 2017; 50 leads to 8Z; ['E02'] used in ['N01', 'H01']; ODO 14104->14539 logically increases"
